,종목_list,매출액,유동자산,유동부채,자산총계,부채총계,ROA,이익잉여금,자기자본,x1,x2,x3,x4,x5,z_score
258,보령제약,5243,2319,1392,5076,2247,6.7,2737,2829,0.18,0.54,6.7,1.26,1.03,24.87
259,보해양조,760,581,554,1631,867,-11.1,-257,764,0.02,-0.16,-11.1,0.88,0.47,-35.83
260,부광약품,1682,1864,359,3885,620,-1.7,3104,3265,0.39,0.8,-1.7,5.27,0.43,-0.43
262,부산산업,1410,677,484,1360,583,5.2,396,777,0.14,0.29,5.2,1.33,1.04,19.57
263,비상교육,1994,1493,646,2862,718,4.1,1665,2144,0.3,0.58,4.1,2.99,0.7,17.2
264,빙그레,8783,4051,943,6849,1138,6.1,4810,5711,0.45,0.7,6.1,5.02,1.28,25.94
265,사조대림,13297,4331,4709,10709,6470,9.7,2451,4239,-0.04,0.23,9.7,0.66,1.24,33.92
266,사조동아원,4122,1856,2332,4669,2699,0.2,131,1970,-0.1,0.03,0.2,0.73,0.88,1.9
267,사조산업,7354,3257,3696,11374,6524,-1.3,3571,4850,-0.04,0.31,-1.3,0.74,0.65,-2.81
268,사조해표,6534,1540,2084,3803,2315,3.8,867,1488,-0.14,0.23,3.8,0.64,1.72,14.8
269,SGC에너지,2842,1780,3495,6959,3833,0.1,2342,3126,-0.25,0.34,0.1,0.82,0.41,1.41
270,삼부토건,2263,2592,1333,4207,2201,1.8,154,2006,0.3,0.04,1.8,0.91,0.54,7.44
271,삼성SDI,100974,51814,37415,198521,71918,2.1,69069,126603,0.07,0.35,2.1,1.76,0.51,9.07
272,삼성공조,752,1267,350,2584,397,1.9,2094,2187,0.35,0.81,1.9,5.51,0.29,11.42
273,삼성물산,307615,117537,109294,459055,192134,2.4,76010,266921,0.02,0.17,2.4,1.39,0.67,9.69
274,삼성바이오로직스,7016,13563,6905,59116,15572,3.4,17126,43544,0.11,0.29,3.4,2.8,0.12,13.56
275,삼성에스디에스,107196,63838,16982,90212,22961,8.8,54035,67251,0.52,0.6,8.8,2.93,1.19,33.45
276,삼성엔지니어링,63921,29018,29775,45657,32705,7.1,5186,12952,-0.02,0.11,7.1,0.4,1.4,25.2
277,삼성전기,77183,35075,18504,86742,32442,6.1,35729,54300,0.19,0.41,6.1,1.67,0.89,22.82
278,삼성전자,2304009,1813853,637828,3525645,896841,6.3,2545829,2628804,0.33,0.72,6.3,2.93,0.65,24.6
279,삼성중공업,73497,69295,70891,136001,83512,-9.4,15022,52489,-0.01,0.11,-9.4,0.63,0.54,-29.96
281,삼성출판사,2020,949,707,2416,1202,3.1,582,1214,0.1,0.24,3.1,1.01,0.84,12.13
282,삼성카드,80,6493,109,220382,5,2.4,45432,220377,0.03,0.21,2.4,44075.4,0.0,26453.49
283,삼아알미늄,1911,791,864,2085,996,2.4,986,1089,-0.04,0.47,2.4,1.09,0.92,10.1
284,삼양사,20964,8075,4001,23882,10937,2.3,2404,12945,0.17,0.1,2.3,1.18,0.88,9.52
285,삼양식품,5436,1846,1495,4704,1827,13.6,2311,2877,0.07,0.49,13.6,1.57,1.16,47.75
286,삼양통상,1921,2658,309,3717,429,12.6,2778,3288,0.63,0.75,12.6,7.66,0.52,48.5
287,삼양홀딩스,24886,12595,5271,35895,15600,1.8,9849,20295,0.2,0.27,1.8,1.3,0.69,8.03
288,삼영무역,2742,3090,839,5173,1171,7.2,3270,4002,0.44,0.63,7.2,3.42,0.53,27.75
289,삼영전자,2010,3229,164,5027,183,1.7,3307,4844,0.61,0.66,1.7,26.47,0.4,23.55
290,삼영화학,1111,454,525,1070,627,-1.8,-22,443,-0.07,-0.02,-1.8,0.71,1.04,-4.59
291,삼익악기,2654,1766,1525,6129,3887,2.2,1799,2242,0.04,0.29,2.2,0.58,0.43,8.49
292,삼일제약,1211,792,682,1839,1216,0.5,352,623,0.06,0.19,0.5,0.51,0.66,2.95
293,삼천리,34616,13157,9733,39124,25194,1.0,12906,13930,0.09,0.33,1.0,0.55,0.88,5.08
294,삼호개발,3646,1796,954,2988,1080,7.5,1653,1908,0.28,0.55,7.5,1.77,1.22,28.14
295,삼화왕관,1160,546,304,2387,936,4.1,1056,1451,0.1,0.44,4.1,1.55,0.49,15.69
296,삼화전기,1951,670,473,1252,639,2.8,161,613,0.16,0.13,2.8,0.96,1.56,11.75
297,삼화전자,418,170,327,604,442,-5.2,-313,162,-0.26,-0.52,-5.2,0.37,0.69,-17.29
298,삼화콘덴서,2545,1014,534,2148,609,13.7,1319,1539,0.22,0.61,13.7,2.53,1.18,49.02
299,삼화페인트,5403,2758,2177,5606,2785,0.7,2728,2821,0.1,0.49,0.7,1.01,0.96,4.68
300,상신브레이크,3919,2495,2045,4523,2754,1.3,1622,1769,0.1,0.36,1.3,0.64,0.87,6.17
301,새론오토모티브,1527,1407,263,2555,426,-3.2,1968,2129,0.45,0.77,-3.2,5.0,0.6,-5.34
302,샘표,2810,1339,554,3386,822,7.5,1247,2564,0.23,0.37,7.5,3.12,0.83,28.25
303,샘표식품,2808,948,537,2258,688,12.4,589,1570,0.18,0.26,12.4,2.28,1.24,44.11
304,서연,22026,9193,11336,22154,14104,-3.9,6555,8050,-0.1,0.3,-3.9,0.57,0.99,-11.24
305,서연이화,19768,7904,9624,18205,11989,-2.8,1715,6216,-0.09,0.09,-2.8,0.52,1.09,-7.82
306,서울가스,13610,7355,3316,15834,6156,2.0,9553,9678,0.26,0.6,2.0,1.57,0.86,9.55
307,서원,2577,915,1048,2220,1143,1.4,271,1077,-0.06,0.12,1.4,0.94,1.16,6.44
308,서흥,4607,2646,1963,7089,3799,5.5,2700,3290,0.1,0.38,5.5,0.87,0.65,19.97
309,선도전기,893,715,404,1670,805,-1.4,427,865,0.19,0.26,-1.4,1.07,0.53,-2.86
310,선진,10140,4403,5075,9833,6520,2.1,2332,3313,-0.07,0.24,2.1,0.51,1.03,8.52
311,SUN&L,4559,2251,2293,5436,3268,-6.8,963,2168,-0.01,0.18,-6.8,0.66,0.84,-20.96
312,성문전자,359,221,124,425,151,-4.3,102,274,0.23,0.24,-4.3,1.81,0.84,-11.65
313,성보화학,419,941,166,1724,258,-1.6,907,1466,0.45,0.53,-1.6,5.68,0.24,-0.35
314,성신양회,7074,2568,4387,10294,6291,1.7,2238,4003,-0.18,0.22,1.7,0.64,0.69,6.78
315,성안,2169,1570,1688,3114,2321,-5.4,130,793,-0.04,0.04,-5.4,0.34,0.7,-16.91
316,성창기업지주,1510,806,950,7033,1779,-1.6,1903,5254,-0.02,0.27,-1.6,2.95,0.21,-2.95
317,세방,7233,2292,1744,11160,2897,0.6,6285,8263,0.05,0.56,0.6,2.85,0.65,5.18
318,세방전지,11390,8719,4282,15107,4560,5.6,9994,10547,0.29,0.66,5.6,2.31,0.75,21.89
319,세아베스틸,29365,13448,7358,35769,15938,0.5,12319,19831,0.17,0.34,0.5,1.24,0.82,3.89
320,세아제강지주,26439,12852,7698,24485,10962,0.6,8316,13523,0.21,0.34,0.6,1.23,1.08,4.52
321,세아특수강,7175,3742,2249,5732,2458,2.1,2389,3274,0.26,0.42,2.1,1.33,1.25,9.88
322,세아홀딩스,49307,23263,13629,54567,24243,0.9,16044,30324,0.18,0.29,0.9,1.25,0.9,5.24
323,세우글로벌,275,362,56,455,57,0.2,86,398,0.67,0.19,0.2,6.98,0.6,6.52
324,세원이앤씨,1819,1437,1139,3587,1821,-1.7,-378,1766,0.08,-0.11,-1.7,0.97,0.51,-4.58
325,세원정공,1569,2492,712,6128,948,0.8,4055,5180,0.29,0.66,0.8,5.46,0.26,7.45
326,세종공업,12217,5591,5313,9960,6148,0.2,3667,3812,0.03,0.37,0.2,0.62,1.23,2.81
327,세진중공업,2959,1379,2022,4086,2463,0.8,1263,1623,-0.16,0.31,0.8,0.66,0.72,4.0
328,다이나믹디자인,994,522,1126,1610,1395,-3.3,-591,215,-0.38,-0.37,-3.3,0.15,0.62,-11.15
329,송원산업,8143,3988,2934,8943,4597,4.0,3998,4346,0.12,0.45,4.0,0.95,0.91,15.45
330,수산중공업,1578,859,542,1832,828,0.1,729,1004,0.17,0.4,0.1,1.21,0.86,2.68
331,한국수출포장,2716,966,387,3081,603,5.9,2097,2478,0.19,0.68,5.9,4.11,0.88,24.0
332,스카이라이프,6946,4591,1235,8483,1428,6.7,4230,7055,0.4,0.5,6.7,4.94,0.82,27.07
333,신대양제지,6468,2443,1037,7686,1948,9.5,3774,5738,0.18,0.49,9.5,2.95,0.84,34.86
334,신도리코,4271,7747,625,9475,769,1.5,7184,8706,0.75,0.76,1.5,11.32,0.45,14.16
335,신라교역,3696,2659,811,6199,1018,1.7,5042,5181,0.3,0.81,1.7,5.09,0.6,10.76
336,신성이엔지,4028,1769,2775,4166,2944,0.5,-634,1222,-0.24,-0.15,0.5,0.42,0.97,2.37
337,신성통상,10272,4756,4528,8583,6276,0.0,856,2307,0.03,0.1,0.0,0.37,1.2,1.6
338,신세계,63942,18312,31730,130185,75034,4.9,29209,55151,-0.1,0.22,4.9,0.74,0.49,17.29
339,신세계인터내셔날,14250,4363,2923,11289,5296,7.0,4434,5993,0.13,0.39,7.0,1.13,1.26,25.74
340,신세계푸드,13201,2839,2605,7333,4182,0.6,2278,3151,0.03,0.31,0.6,0.75,1.8,4.7
341,신송홀딩스,2630,658,642,1999,1092,-17.0,56,907,0.01,0.03,-17.0,0.83,1.32,-54.23
342,신영와코루,1781,1496,273,3483,339,0.8,2535,3144,0.35,0.73,0.8,9.27,0.51,10.15
344,신원,6749,2726,1391,4034,2019,0.1,1199,2015,0.33,0.3,0.1,1.0,1.67,3.41
345,신풍제약,1897,2192,1340,3801,1710,1.4,1465,2091,0.22,0.39,1.4,1.22,0.5,6.66
346,신풍제지,1569,1140,1144,1856,1167,11.1,603,689,-0.0,0.32,11.1,0.59,0.85,38.28
347,신한,580,695,1254,1707,1314,-3.6,-182,393,-0.33,-0.11,-3.6,0.3,0.34,-11.91
348,신흥,1230,499,445,1389,587,0.5,666,802,0.04,0.48,0.5,1.37,0.89,4.08
349,쌍방울,955,817,1479,3404,1743,-10.1,-35,1661,-0.19,-0.01,-10.1,0.95,0.28,-32.72
350,쌍용C&E,15385,7467,6821,33680,15667,3.9,5893,18013,0.02,0.17,3.9,1.15,0.46,14.28
351,쌍용차,36239,4975,9871,20192,16161,-16.2,-4253,4031,-0.24,-0.21,-16.2,0.25,1.79,-52.1
352,써니전자,256,152,70,615,76,1.1,-32,539,0.13,-0.05,1.1,7.09,0.42,8.39
353,씨아이테크,407,181,162,587,248,-8.8,-154,339,0.03,-0.26,-8.8,1.37,0.69,-27.86
354,씨에스윈드,7994,4267,3138,7356,3658,5.2,1958,3698,0.15,0.27,5.2,1.01,1.09,19.41
355,아남전자,2433,889,851,1465,888,0.3,160,577,0.03,0.11,0.3,0.65,1.66,3.23
356,아모레G,62843,29059,12259,82814,18012,3.6,26483,64802,0.2,0.32,3.6,3.6,0.76,15.49
357,아모레퍼시픽,55801,18031,10666,59890,14902,3.9,38738,44988,0.12,0.65,3.9,3.02,0.93,16.67
358,메타랩스,869,355,246,983,397,-24.7,-262,586,0.11,-0.27,-24.7,1.48,0.88,-79.99
359,아세아,15424,6715,3670,28844,14234,3.3,9512,14610,0.11,0.33,3.3,1.03,0.53,12.63
360,아세아시멘트,8368,3775,2340,19308,11250,1.5,2069,8058,0.07,0.11,1.5,0.72,0.43,6.05
361,아세아제지,6977,2689,1297,8482,2634,7.4,3046,5848,0.16,0.36,7.4,2.22,0.82,27.27
362,아시아나항공,68868,15608,45584,135034,125951,-7.5,-8806,9083,-0.22,-0.07,-7.5,0.07,0.51,-24.56
363,아이마켓코리아,29238,8691,6047,10969,6703,2.4,2580,4266,0.24,0.24,2.4,0.64,2.67,11.6
364,아이에스동서,7706,17017,8525,28838,16102,2.9,6757,12736,0.29,0.23,2.9,0.79,0.27,10.98
365,HDC랩스,2524,1421,676,2372,686,-2.2,1149,1686,0.31,0.48,-2.2,2.46,1.06,-3.68
367,알루코,4544,2751,4035,7726,4867,-0.9,900,2859,-0.17,0.12,-0.9,0.59,0.59,-2.06
368,폴루스바이오팜,95,113,884,1509,916,-8.4,-534,593,-0.51,-0.35,-8.4,0.65,0.06,-28.37
369,애경케미칼,10170,2981,1212,4928,1328,6.1,2377,3600,0.36,0.48,6.1,2.71,2.06,24.92
370,에넥스,3636,834,656,1320,779,-2.6,66,541,0.13,0.05,-2.6,0.69,2.75,-5.19
371,에스엘,22622,13992,7294,22736,8949,4.4,9120,13787,0.29,0.4,4.4,1.54,0.99,17.34
372,에스원,21515,7332,3841,17950,4674,8.4,12676,13276,0.19,0.71,8.4,2.84,1.2,31.84
373,에쓰씨엔지니어링,2401,1564,1461,3739,2186,-1.2,-418,1553,0.03,-0.11,-1.2,0.71,0.64,-3.01
374,에이블씨엔씨,4222,2004,967,4337,1769,-2.4,1259,2568,0.24,0.29,-2.4,1.45,0.97,-5.39
375,에이프로젠제약,509,2135,108,3653,176,-1.2,-418,3477,0.55,-0.11,-1.2,19.76,0.14,8.54
376,엔씨소프트,17012,20879,4498,33464,8342,11.4,23821,25122,0.49,0.71,11.4,3.01,0.51,41.52
377,엔에스쇼핑,4980,1128,1523,9208,4943,-0.9,4256,4265,-0.04,0.46,-0.9,0.86,0.54,-1.32
378,엔케이,737,490,508,1469,544,-15.1,-487,925,-0.01,-0.33,-15.1,1.7,0.5,-48.78
379,플레이그램,88,266,8,427,14,-7.5,-397,413,0.6,-0.93,-7.5,29.5,0.21,-7.42
380,영보화학,1312,763,336,1808,341,2.7,1312,1467,0.24,0.73,2.7,4.3,0.73,13.53
381,영원무역,23883,15009,6229,31045,11356,6.1,11303,19689,0.28,0.36,6.1,1.73,0.77,22.78
382,영원무역홀딩스,27380,18634,6712,37894,12137,6.5,9388,25757,0.31,0.25,6.5,2.12,0.72,24.16
383,영풍,30841,14648,6685,48327,11342,4.3,32300,36985,0.16,0.67,4.3,3.26,0.64,17.92
384,영풍제지,997,541,170,1395,198,6.7,926,1197,0.27,0.66,6.7,6.05,0.71,27.7
385,영흥,1975,1449,979,3109,1445,0.4,1123,1664,0.15,0.36,0.4,1.15,0.64,3.33
386,예스코홀딩스,11082,6924,4500,15443,9353,1.5,5270,6090,0.16,0.34,1.5,0.65,0.72,6.73
387,오뚜기,23597,6698,5248,21521,8056,4.7,13312,13465,0.07,0.62,4.7,1.67,1.1,18.56
388,오리엔트바이오,372,237,135,759,234,-16.0,-75,525,0.13,-0.1,-16.0,2.24,0.49,-50.95
390,오리온홀딩스,21036,7608,4954,43663,10287,3.6,2914,33376,0.06,0.07,3.6,3.24,0.48,14.47
391,웰바이오텍,523,724,328,1198,442,-14.3,-780,756,0.33,-0.65,-14.3,1.71,0.44,-46.24
392,용평리조트,1294,1088,2233,8499,4542,-1.7,1369,3957,-0.13,0.16,-1.7,0.87,0.15,-4.87
393,팜젠사이언스,951,506,303,1000,438,0.2,107,562,0.2,0.11,0.2,1.28,0.95,2.77
394,우리들휴브레인,562,456,332,698,339,-7.3,-371,359,0.18,-0.53,-7.3,1.06,0.81,-23.17
395,우성,3408,2012,1466,3359,1627,3.8,1633,1732,0.16,0.49,3.8,1.06,1.01,15.06
396,우신시스템,2890,1698,1670,3167,1983,1.7,942,1184,0.01,0.3,1.7,0.6,0.91,7.31
397,우진,889,756,311,1999,671,-6.8,224,1328,0.22,0.11,-6.8,1.98,0.44,-20.39
398,우진플라임,1818,1091,1651,2678,2152,-4.9,330,526,-0.21,0.12,-4.9,0.24,0.68,-15.43
399,웅진,8199,25758,25576,29016,26366,-13.0,-852,2650,0.01,-0.03,-13.0,0.1,0.28,-42.59
400,웅진씽크빅,6522,22362,19632,24536,19818,-9.7,936,4718,0.11,0.04,-9.7,0.24,0.27,-31.41
401,원림,791,776,301,1631,468,2.8,674,1163,0.29,0.41,2.8,2.49,0.48,12.14
402,윌비스,2696,1658,1605,2810,1792,-12.5,-339,1018,0.02,-0.12,-12.5,0.57,0.96,-40.09
403,유니드,8752,4308,2371,10763,3675,6.2,7115,7088,0.18,0.66,6.2,1.93,0.81,23.57
404,유니온,2101,1294,1306,3252,1824,-4.0,810,1428,-0.0,0.25,-4.0,0.78,0.65,-11.73
405,유니온머티리얼,1068,800,542,1749,888,1.4,351,861,0.15,0.2,1.4,0.97,0.61,6.27
406,유니켐,1088,885,596,1697,810,11.2,257,887,0.17,0.15,11.2,1.1,0.64,38.67
407,유니퀘스트,3353,1913,1275,3497,1353,6.7,1850,2144,0.18,0.53,6.7,1.58,0.96,24.98
408,유성기업,2596,2115,440,3964,905,4.9,2498,3059,0.42,0.63,4.9,3.38,0.65,20.23
409,유수홀딩스,3661,4444,1687,5220,1934,-0.5,337,3286,0.53,0.06,-0.5,1.7,0.7,0.79
411,와이투솔루션,1083,613,805,1948,922,-11.1,-406,1026,-0.1,-0.21,-11.1,1.11,0.56,-35.82
412,유엔젤,266,290,89,462,108,-10.6,186,354,0.44,0.4,-10.6,3.28,0.58,-31.34
413,유유제약,909,651,425,1377,472,4.1,427,905,0.16,0.31,4.1,1.92,0.66,15.97
415,유한양행,14804,11170,3522,21172,4672,1.7,15454,16500,0.36,0.73,1.7,3.53,0.7,9.88
416,율촌화학,5066,2084,1299,6065,2645,3.0,3177,3420,0.13,0.52,3.0,1.29,0.84,12.4
417,이건산업,2797,998,1542,4226,2441,0.2,1172,1785,-0.13,0.28,0.2,0.73,0.66,1.99
418,이노션,12743,15713,10630,20755,12945,5.0,6551,7810,0.24,0.32,5.0,0.6,0.61,18.21
419,이마트,190629,36499,54063,210948,108880,1.2,27943,102068,-0.08,0.13,1.2,0.94,0.9,5.51
420,이수페타시스,5142,2247,3026,4167,3407,-19.8,168,760,-0.19,0.04,-19.8,0.22,1.23,-64.15
421,이수화학,15137,5574,4771,10604,6843,-2.2,316,3761,0.08,0.03,-2.2,0.55,1.43,-5.36
422,이아이디,1410,1224,647,2053,673,0.3,-94,1380,0.28,-0.05,0.3,2.05,0.69,3.18
423,이엔플러스,404,442,380,1173,714,-32.9,-565,459,0.05,-0.48,-32.9,0.64,0.34,-108.46
424,이연제약,1316,1303,330,2735,522,1.7,2030,2213,0.36,0.74,1.7,4.24,0.48,10.1
425,이화산업,617,427,899,2827,1048,-1.7,479,1779,-0.17,0.17,-1.7,1.7,0.22,-4.34
426,인디에프,2025,835,672,1494,867,-2.3,-30,627,0.11,-0.02,-2.3,0.72,1.36,-5.7
427,인스코비,758,206,128,509,250,-44.7,-730,259,0.15,-1.43,-44.7,1.04,1.49,-147.22
428,인지컨트롤스,4942,1722,2302,5079,3204,-1.6,1763,1875,-0.11,0.35,-1.6,0.59,0.97,-3.6
429,인천도시가스,5735,1705,928,3653,1803,3.0,1420,1850,0.21,0.39,3.0,1.03,1.57,12.88
430,인터지스,4782,1549,1477,4200,2398,-9.9,391,1802,0.02,0.09,-9.9,0.75,1.14,-30.93
431,인팩,3608,1279,1536,2943,1844,-1.7,909,1099,-0.09,0.31,-1.7,0.6,1.23,-3.7
432,일동제약,5175,2334,2118,6127,3598,-2.3,-49,2529,0.04,-0.01,-2.3,0.7,0.84,-6.3
433,일동홀딩스,2922,2633,3244,8097,4859,-6.9,73,3238,-0.08,0.01,-6.9,0.67,0.36,-22.09
434,일성건설,3758,2382,2158,3509,2598,0.6,135,911,0.06,0.04,0.6,0.35,1.07,3.39
435,일신방직,4962,3838,1315,9536,2304,0.8,6867,7232,0.26,0.72,0.8,3.14,0.52,6.36
436,일양약품,3246,1714,1803,4375,2147,4.5,210,2228,-0.02,0.05,4.5,1.04,0.74,16.26
437,일정실업,398,315,230,605,310,-21.1,180,295,0.14,0.3,-21.1,0.95,0.66,-67.81
438,일진다이아,1644,1758,479,2498,648,6.4,961,1850,0.51,0.38,6.4,2.85,0.66,24.63
439,일진디스플,957,306,673,1262,759,-21.4,442,503,-0.29,0.35,-21.4,0.66,0.76,-69.32
440,일진머티리얼즈,5502,5927,1010,10369,2215,5.4,1638,8154,0.47,0.16,5.4,3.68,0.53,21.35
441,일진전기,6683,3041,2731,7809,4771,0.5,1302,3038,0.04,0.17,0.5,0.64,0.86,3.18
442,일진홀딩스,8962,5303,3925,11886,6721,1.9,1377,5165,0.12,0.12,1.9,0.77,0.75,7.79
443,잇츠한불,2026,3911,574,5394,637,1.4,1310,4757,0.62,0.24,1.4,7.47,0.38,10.56
444,자화전자,3630,1796,672,3485,699,-0.1,2479,2786,0.32,0.71,-0.1,3.99,1.04,4.48
445,전방,1375,407,2057,3866,2553,-10.7,-425,1313,-0.43,-0.11,-10.7,0.51,0.36,-35.31
446,제이에스코퍼레이션,2531,1157,376,2016,447,4.2,843,1569,0.39,0.42,4.2,3.51,1.26,18.28
447,제이준코스메틱,526,549,682,1239,706,-52.7,-466,533,-0.11,-0.38,-52.7,0.75,0.42,-173.7
448,제일기획,34217,17699,10982,22528,12960,6.3,11958,9568,0.3,0.53,6.3,0.74,1.52,23.85
450,제일연마,811,542,142,1025,185,6.3,849,840,0.39,0.83,6.3,4.54,0.79,25.93
451,제일파마홀딩스,7318,3136,3138,8453,3634,-10.8,1646,4819,-0.0,0.19,-10.8,1.33,0.87,-33.71
452,제주항공,13840,4557,5567,14675,11424,-2.7,1058,3251,-0.07,0.07,-2.7,0.28,0.94,-7.79
453,조광페인트,2034,984,941,3125,1398,-0.8,1621,1727,0.01,0.52,-0.8,1.24,0.65,-0.51
454,조선내화,7572,3658,2804,10691,3657,3.1,5180,7034,0.08,0.48,3.1,1.92,0.71,12.86
455,종근당,10793,4711,2771,8014,3264,7.0,1890,4750,0.24,0.24,7.0,1.46,1.35,25.95
456,종근당바이오,1372,800,450,2333,749,5.9,1200,1584,0.15,0.51,5.9,2.11,0.59,22.22
457,종근당홀딩스,7206,3358,2395,10747,3347,8.2,2812,7400,0.09,0.26,8.2,2.21,0.67,29.53
458,주연테크,419,398,114,618,190,-7.8,-191,428,0.46,-0.31,-7.8,2.25,0.68,-23.59
459,지엠비코리아,4775,2149,1730,4869,2532,0.4,2052,2337,0.09,0.42,0.4,0.92,0.98,3.55
460,지역난방공사,23679,5905,9150,58926,43632,-0.4,13610,15294,-0.06,0.23,-0.4,0.35,0.4,-0.46
461,지코,783,181,383,738,545,-16.3,-242,193,-0.27,-0.33,-16.3,0.35,1.06,-53.31
462,지투알,5421,4623,3538,5037,3608,2.7,799,1429,0.22,0.16,2.7,0.4,1.08,10.72
463,진도,779,889,434,1451,450,-1.8,235,1001,0.31,0.16,-1.8,2.22,0.54,-3.47
464,진양산업,618,239,106,545,135,13.0,306,410,0.24,0.56,13.0,3.04,1.13,46.92
465,진양폴리,351,83,73,434,168,19.3,192,266,0.02,0.44,19.3,1.58,0.81,66.09
466,진양홀딩스,2253,1298,932,5139,1413,4.5,1627,3726,0.07,0.32,4.5,2.64,0.44,17.41
467,진원생명과학,412,366,227,512,271,-15.2,-623,241,0.27,-1.22,-15.2,0.89,0.8,-50.21
468,참엔지니어링,1125,1677,850,7154,6363,-2.2,-378,791,0.12,-0.05,-2.2,0.12,0.16,-6.95
469,센트럴인사이트,412,176,345,511,440,-26.6,-396,71,-0.33,-0.77,-26.6,0.16,0.81,-88.35
470,체시스,502,180,358,819,591,-4.9,-63,228,-0.22,-0.08,-4.9,0.39,0.61,-15.7
471,카카오,30701,28297,21338,87373,29971,-4.1,1482,57402,0.08,0.02,-4.1,1.92,0.35,-11.9
472,케이씨,5119,3304,1027,6805,1732,9.1,4280,5073,0.33,0.63,9.1,2.93,0.75,33.82
474,엘브이엠씨홀딩스,3637,3277,2803,6788,3529,-8.4,1470,3259,0.07,0.22,-8.4,0.92,0.54,-26.24
475,코리아써키트,5434,2257,614,4797,884,0.4,2294,3913,0.34,0.48,0.4,4.43,1.13,6.19
476,코스맥스,13307,6183,7164,12044,8879,1.6,1615,3165,-0.08,0.13,1.6,0.36,1.1,6.68
477,코스맥스비티아이,4684,2353,4375,8927,5367,-1.6,994,3560,-0.23,0.11,-1.6,0.66,0.52,-4.49
478,코스모화학,4068,1518,1795,5170,2858,-2.9,-498,2312,-0.05,-0.1,-2.9,0.81,0.79,-8.49
479,코아스,1129,358,466,773,520,2.7,21,253,-0.14,0.03,2.7,0.49,1.46,10.54
480,코오롱,42844,13203,20913,36186,28967,-0.6,1869,7219,-0.21,0.05,-0.6,0.25,1.18,-0.83
481,코오롱글로벌,34841,9939,12858,22054,17504,1.6,2130,4550,-0.13,0.1,1.6,0.26,1.58,7.0
482,코오롱인더,44072,20791,22450,52931,31668,0.4,10131,21263,-0.03,0.19,0.4,0.67,0.83,2.78
483,코오롱플라스틱,3303,1185,931,3387,1411,1.6,758,1976,0.07,0.22,1.6,1.4,0.98,7.49
484,코웨이,30189,7669,15868,28550,17778,12.7,9540,10772,-0.29,0.33,12.7,0.61,1.06,43.45
485,콤텍시스템,2388,1189,626,1615,666,0.8,279,949,0.35,0.17,0.8,1.42,1.48,5.63
486,쿠쿠홀딩스,5283,2670,948,8126,1389,10.2,11210,6737,0.21,1.38,10.2,4.85,0.65,39.4
487,크라운해태홀딩스,9045,2440,4389,12382,7783,-1.8,2201,4599,-0.16,0.18,-1.8,0.59,0.73,-4.8
489,아센디오,302,464,637,568,663,-71.3,-1215,-95,-0.3,-2.14,-71.3,-0.14,0.53,-238.2
490,태경산업,5196,2341,1618,5614,2182,4.6,1789,3432,0.13,0.32,4.6,1.57,0.93,17.66
491,태경케미컬,418,511,98,1356,171,7.6,773,1185,0.3,0.57,7.6,6.93,0.31,30.71
492,태광산업,22607,19458,5626,43571,8733,3.8,31435,34838,0.32,0.72,3.8,3.99,0.52,16.85
493,태림포장,5729,1260,2141,5663,2454,3.7,2234,3209,-0.16,0.39,3.7,1.31,1.01,14.36
494,태양금속,4709,1804,2446,3899,3218,-5.9,343,681,-0.16,0.09,-5.9,0.21,1.21,-18.2
495,태영건설,29671,35284,26382,59161,43447,1.8,10068,15714,0.15,0.17,1.8,0.36,0.5,7.07
496,태평양물산,9716,3122,3665,6133,4290,1.9,672,1843,-0.09,0.11,1.9,0.43,1.58,8.15
497,테이팩스,1126,471,178,1450,443,5.0,208,1007,0.2,0.14,5.0,2.27,0.78,19.08
498,텔코웨어,418,705,146,1274,163,3.4,1015,1111,0.44,0.8,3.4,6.82,0.33,17.29
499,토니모리,1720,1208,904,2409,1423,-2.6,442,986,0.13,0.18,-2.6,0.69,0.71,-7.05
500,티에이치엔,4022,1382,1478,2654,2024,7.2,217,630,-0.04,0.08,7.2,0.31,1.52,25.53
501,티웨이홀딩스,8173,2737,2626,8710,6252,-7.0,-432,2458,0.01,-0.05,-7.0,0.39,0.94,-21.98
502,팜스코,11650,4433,6321,9792,6793,-0.9,2153,2999,-0.19,0.22,-0.9,0.44,1.19,-1.44
503,팬오션,24679,6795,7091,44542,15546,3.5,2360,28996,-0.01,0.05,3.5,1.87,0.55,13.28
504,페이퍼코리아,2656,3729,3354,6279,6148,-4.6,-1762,131,0.06,-0.28,-4.6,0.02,0.42,-15.07
505,평화산업,3533,1039,1369,1942,1607,-3.9,-549,335,-0.17,-0.28,-3.9,0.21,1.82,-11.52
506,평화홀딩스,5811,2047,3485,5029,3789,-4.4,333,1240,-0.29,0.07,-4.4,0.33,1.16,-13.41
507,포스코스틸리온,9167,3078,2519,5034,2823,0.5,1337,2211,0.11,0.27,0.5,0.78,1.82,4.45
508,포스코인터내셔널,244226,50323,35612,89594,59114,2.2,18575,30480,0.16,0.21,2.2,0.52,2.73,10.79
509,풀무원,23815,4678,6212,14846,10215,-0.6,2247,4631,-0.1,0.15,-0.6,0.45,1.6,-0.02
510,풍산,24513,12452,7633,25625,11787,0.7,7326,13838,0.19,0.29,0.7,1.17,0.96,4.61
511,풍산홀딩스,2644,2417,1680,9386,2163,2.7,4351,7223,0.08,0.46,2.7,3.34,0.28,11.93
