,종목_list,매출액,유동자산,유동부채,자산총계,부채총계,ROA,이익잉여금,자기자본,x1,x2,x3,x4,x5,z_score
512,KH 필룩스,1202,1571,1059,5394,1121,-0.4,-271,4273,0.09,-0.05,-0.4,3.81,0.22,1.22
513,하나투어,403,1662,1725,4306,3728,-12.4,465,578,-0.01,0.11,-12.4,0.16,0.09,-40.59
515,하이스틸,2262,926,688,2597,1219,4.6,796,1378,0.09,0.31,4.6,1.13,0.87,17.27
516,하이트진로,22029,13043,18368,36311,25379,2.1,3025,10932,-0.15,0.08,2.1,0.43,0.61,7.73
517,하이트진로홀딩스,21920,13188,23548,42363,31489,1.7,6101,10874,-0.24,0.14,1.7,0.35,0.52,6.25
518,한국가스공사,275208,131477,140217,436699,345506,2.4,61853,91193,-0.02,0.14,2.4,0.26,0.63,8.88
519,한국공항,3455,1771,396,3839,938,0.8,2304,2901,0.36,0.6,0.8,3.09,0.9,6.67
520,한국내화,2717,1246,666,3579,1041,2.0,1064,2538,0.16,0.3,2.0,2.44,0.76,9.44
521,한국단자,9622,5514,1948,11252,2830,6.0,7882,8422,0.32,0.7,6.0,2.98,0.86,23.81
522,한국석유,6289,1788,1285,3421,1882,3.4,1502,1539,0.15,0.44,3.4,0.82,1.84,14.35
523,한국전력,605748,220508,317322,2111089,1457970,-2.5,452470,653119,-0.05,0.21,-2.5,0.45,0.29,-7.46
524,한국전자홀딩스,3312,2305,1127,4636,1537,6.7,90,3099,0.25,0.02,6.7,2.02,0.71,24.36
525,한국제지,2031,3843,2537,8650,3718,2.3,3930,4932,0.15,0.45,2.3,1.33,0.23,9.43
526,한국주철관,5102,2277,627,4231,762,16.9,2333,3469,0.39,0.55,16.9,4.55,1.21,60.95
527,한국카본,3678,2478,940,4984,1094,2.9,2847,3890,0.31,0.57,2.9,3.56,0.74,13.62
528,한국콜마,15863,8829,8886,26060,12465,1.7,4028,13595,-0.0,0.15,1.7,1.09,0.61,7.08
529,한국콜마홀딩스,6740,3199,3011,12097,3551,4.8,3295,8546,0.02,0.27,4.8,2.41,0.56,18.25
530,한국타이어앤테크놀로지,71411,55092,18692,117039,34988,5.4,51906,82051,0.31,0.44,5.4,2.35,0.61,20.83
531,한국앤컴퍼니,9633,6303,2420,40812,3458,5.1,23025,37354,0.1,0.56,5.1,10.8,0.24,24.45
532,한국프랜지,10039,4017,4065,6994,4368,2.9,1926,2626,-0.01,0.28,2.9,0.6,1.44,11.75
533,한국항공우주,25623,36810,28001,58552,45578,1.0,6748,12974,0.15,0.12,1.0,0.28,0.44,4.26
534,한국화장품,670,300,235,485,265,-11.8,-45,220,0.13,-0.09,-11.8,0.83,1.38,-37.03
535,한독,5176,3255,2778,8416,4576,0.4,2889,3840,0.06,0.34,0.4,0.84,0.62,2.99
536,한라,14753,7943,6541,15214,11048,6.3,211,4166,0.09,0.01,6.3,0.38,0.97,22.11
537,한라홀딩스,10412,4758,5227,22950,12805,5.0,7444,10145,-0.02,0.32,5.0,0.79,0.45,17.85
538,한미글로벌,2701,1375,1016,2853,1411,6.4,1009,1442,0.13,0.35,6.4,1.02,0.95,23.33
539,한미반도체,3732,2498,807,4293,825,27.6,2826,3468,0.39,0.66,27.6,4.2,0.87,95.86
540,한미사이언스,9502,2226,2210,9499,2596,4.6,3971,6903,0.0,0.42,4.6,2.66,1.0,18.36
541,한미약품,12032,7040,6489,19367,10085,4.3,3969,9282,0.03,0.2,4.3,0.92,0.62,15.68
542,한샘,22312,4575,3917,12464,6247,4.6,7748,6217,0.05,0.62,4.6,1.0,1.79,18.5
543,한섬,13874,8818,2463,15571,3167,7.5,11287,12404,0.41,0.72,7.5,3.92,0.89,29.49
544,한세실업,16720,7700,6419,12162,7518,6.0,4206,4644,0.11,0.35,6.0,0.62,1.37,22.16
545,한세엠케이,2077,967,777,1291,821,-22.2,270,470,0.15,0.21,-22.2,0.57,1.61,-70.84
546,한세예스24홀딩스,27989,11225,10266,22413,12919,3.7,3369,9494,0.04,0.15,3.7,0.73,1.25,14.15
547,한솔PNS,2629,736,534,1097,597,3.3,219,500,0.18,0.2,3.3,0.84,2.4,14.29
548,한솔로지스틱스,7470,1783,1665,2666,1880,10.2,1143,786,0.04,0.43,10.2,0.42,2.8,37.36
549,한솔제지,18342,6637,7274,18878,12085,0.8,1601,6793,-0.03,0.08,0.8,0.56,0.97,4.02
550,한솔케미칼,7687,4113,1997,11972,4293,14.5,5959,7679,0.18,0.5,14.5,1.79,0.64,50.48
551,한솔테크닉스,14906,4680,3333,7887,5104,-1.4,594,2783,0.17,0.08,-1.4,0.55,1.89,-2.09
552,한솔홀딩스,4136,1653,884,6537,1044,3.7,4154,5493,0.12,0.64,3.7,5.26,0.63,17.04
553,한솔홈데코,2633,982,1018,3147,1548,1.8,473,1599,-0.01,0.15,1.8,1.03,0.84,7.6
554,한신공영,13111,12772,8600,21199,14422,2.3,5333,6777,0.2,0.25,2.3,0.47,0.62,9.08
555,한신기계,544,693,109,1011,151,4.2,625,860,0.58,0.62,4.2,5.7,0.54,19.38
556,한온시스템,73514,35517,28135,82337,57571,3.9,23684,24766,0.09,0.29,3.9,0.43,0.89,14.53
557,한올바이오파마,1016,1188,221,1985,350,4.3,264,1635,0.49,0.13,4.3,4.67,0.51,18.27
558,한익스프레스,7763,1386,2447,3748,3013,1.2,633,735,-0.28,0.17,1.2,0.24,2.07,6.07
559,한일홀딩스,17670,10384,6773,32638,13337,2.8,20064,19301,0.11,0.61,2.8,1.45,0.54,11.64
560,한일철강,2486,1099,891,3387,1610,8.1,1505,1777,0.06,0.44,8.1,1.1,0.73,28.81
561,한전KPS,13806,8001,2677,14269,3149,7.1,11036,11120,0.37,0.77,7.1,3.53,0.97,28.04
562,한전기술,4331,2564,1836,7055,1921,2.3,5165,5134,0.1,0.73,2.3,2.67,0.61,10.94
563,한전산업,3211,881,526,1633,781,5.2,686,852,0.22,0.42,5.2,1.09,1.97,20.63
564,한진,25041,7022,8659,38776,25037,4.2,7273,13739,-0.04,0.19,4.2,0.55,0.65,15.06
565,HJ중공업,17065,9490,9500,23852,19532,-6.1,-13587,4320,-0.0,-0.57,-6.1,0.22,0.72,-20.08
566,한진중공업홀딩스,8880,3795,5581,18378,14892,-0.4,390,3486,-0.1,0.02,-0.4,0.23,0.48,-0.79
567,한진칼,3953,4058,13071,37547,19305,-1.0,-7957,18242,-0.24,-0.21,-1.0,0.94,0.11,-3.21
568,한창,352,940,895,1343,973,-22.4,-415,370,0.03,-0.31,-22.4,0.38,0.26,-73.83
569,한화,528361,176347,164690,2023664,1813191,1.1,46508,210473,0.01,0.02,1.1,0.12,0.26,4.0
570,한화솔루션,107252,60740,57879,200076,118063,3.5,50514,82013,0.01,0.25,3.5,0.69,0.54,12.87
571,한화에어로스페이스,64151,62835,43301,110458,71143,2.9,18120,39315,0.18,0.16,2.9,0.55,0.58,10.92
573,해성디에스,6554,2560,1548,4749,1806,16.6,1875,2943,0.21,0.39,16.6,1.63,1.38,57.93
574,해태제과식품,5677,1201,2525,6549,3951,-0.1,1710,2598,-0.2,0.26,-0.1,0.66,0.87,1.06
575,핸즈코퍼레이션,5622,4038,4995,8950,6329,-7.4,1524,2621,-0.11,0.17,-7.4,0.41,0.63,-23.44
576,HDC현대EP,8598,3876,1886,5829,2752,1.9,2767,3077,0.34,0.47,1.9,1.12,1.48,9.49
577,현대건설,180655,145264,76132,196373,102080,3.0,56400,94293,0.35,0.29,3.0,0.92,0.92,12.2
579,현대그린푸드,34861,9906,5885,31100,8995,1.3,12285,22105,0.13,0.4,1.3,2.46,1.12,7.6
580,현대글로비스,217796,69682,39430,121709,63585,6.8,56199,58124,0.25,0.46,6.8,0.91,1.79,25.72
582,현대로템,28725,26798,20907,41072,28389,1.2,-483,12683,0.14,-0.01,1.2,0.45,0.7,5.08
583,현대리바트,14066,4306,3205,8636,3746,1.6,3698,4890,0.13,0.43,1.6,1.31,1.63,8.45
584,현대모비스,417022,235524,100770,514825,161251,4.7,346795,353574,0.26,0.67,4.7,2.19,0.81,18.88
585,현대미포조선,28872,20467,16120,38783,16740,-4.3,16334,22043,0.11,0.42,-4.3,1.32,0.74,-11.94
586,현대백화점,35724,19453,19785,89692,37436,2.6,38690,52256,-0.0,0.43,2.6,1.4,0.4,10.42
587,현대비앤지스틸,8557,5188,1861,7688,2710,9.9,4194,4978,0.43,0.55,9.9,1.84,1.11,36.17
588,HDC,47796,64518,39204,106515,58467,2.3,35704,48048,0.24,0.34,2.3,0.82,0.45,9.3
589,현대코퍼레이션,37825,11114,8738,17074,13446,2.6,5043,3628,0.14,0.3,2.6,0.27,2.22,11.55
590,HMM,137941,87680,25247,178761,75178,39.2,7806,103583,0.35,0.04,39.2,1.38,0.77,131.43
591,현대퓨처넷,1367,4475,1684,10340,1763,8.3,4431,8577,0.27,0.43,8.3,4.87,0.13,31.37
592,현대엘리베이,19734,11315,10824,29874,18512,4.0,3317,11362,0.02,0.11,4.0,0.61,0.66,14.4
593,현대위아,75277,41565,21263,77495,40542,0.7,26515,36953,0.26,0.34,0.7,0.91,0.97,4.61
595,현대제철,228499,127758,74668,370423,187819,4.2,123585,182604,0.14,0.33,4.2,0.97,0.62,15.69
596,한국조선해양,154934,145622,112865,272931,148793,-4.3,144672,124138,0.12,0.53,-4.3,0.83,0.57,-12.24
597,현대차,1176106,533128,642368,2339464,1513306,2.6,731679,826158,-0.05,0.31,2.6,0.55,0.5,9.78
599,현대코퍼레이션홀딩스,1304,806,271,2510,488,5.1,1176,2022,0.21,0.47,5.1,4.14,0.52,20.74
600,현대홈쇼핑,22099,9753,5443,26003,7180,3.8,16378,18823,0.17,0.63,3.8,2.62,0.85,16.05
601,형지엘리트,650,882,412,1233,617,2.2,42,616,0.38,0.03,2.2,1.0,0.53,8.89
602,혜인,2064,1152,802,1947,928,2.4,1100,1019,0.18,0.56,2.4,1.1,1.06,10.64
603,호전실업,3449,1944,1328,3027,1826,4.1,885,1201,0.2,0.29,4.1,0.66,1.14,15.71
604,호텔신라,37791,10872,10118,26565,20795,1.0,2886,5770,0.03,0.11,1.0,0.28,1.42,5.08
605,화성산업,4222,6152,2236,8080,3910,4.3,3209,4170,0.48,0.4,4.3,1.07,0.52,16.49
606,화승코퍼레이션,13998,6236,7850,11552,9578,-3.2,1107,1974,-0.14,0.1,-3.2,0.21,1.21,-9.25
607,화승엔터프라이즈,11386,6976,6954,13303,7798,-0.6,1792,5505,0.0,0.13,-0.6,0.71,0.86,-0.51
608,화승인더,13655,8203,8547,16371,10024,-0.3,2768,6347,-0.02,0.17,-0.3,0.63,0.83,0.43
609,화신,12366,4292,4630,8708,5823,2.9,2674,2885,-0.04,0.31,2.9,0.5,1.42,11.67
610,화천기공,2040,1589,650,4254,1171,2.3,2188,3083,0.22,0.51,2.3,2.63,0.48,10.63
611,환인제약,1778,2424,309,3532,360,7.8,2954,3172,0.6,0.84,7.8,8.81,0.5,33.42
612,황금에스티,2710,2052,714,4316,991,7.5,2718,3325,0.31,0.63,7.5,3.36,0.63,28.65
613,효성,35389,19065,15612,52579,22656,11.2,64983,29923,0.07,1.24,11.2,1.32,0.67,40.24
614,효성ITX,4759,658,1068,2414,1381,7.1,285,1033,-0.17,0.12,7.1,0.75,1.97,25.81
615,후성,3813,1822,1620,6163,3329,5.4,1390,2834,0.03,0.23,5.4,0.85,0.62,19.31
616,휠라홀딩스,37940,20411,10514,42889,19824,8.4,14060,23065,0.23,0.33,8.4,1.16,0.88,30.03
617,휴비스,10826,3419,3313,8434,3756,0.4,2652,4678,0.01,0.31,0.4,1.25,1.28,3.79
618,휴스틸,6165,4119,1756,9519,3255,4.9,2647,6264,0.25,0.28,4.9,1.92,0.65,18.66
619,TKG휴켐스,8612,5205,1832,9493,2297,8.5,5286,7196,0.36,0.56,8.5,3.13,0.91,32.05
620,흥아해운,817,553,267,2473,1444,6.2,-801,1029,0.12,-0.32,6.2,0.71,0.33,20.91
