2018_매출액,2019_매출액,2020_매출액,2021_매출액,2018_유동자산,2019_유동자산,2020_유동자산,2021_유동자산,2018_유동부채,2019_유동부채,2020_유동부채,2021_유동부채,2018_총자산,2019_총자산,2020_총자산,2021_총자산,2018_총부채,2019_총부채,2020_총부채,2021_총부채,2017_roa,2018_roa,2019_roa,2020_roa,2021_roa,2018_이익잉여금,2019_이익잉여금,2020_이익잉여금,2021_이익잉여금,2018_자기자본,2019_자기자본,2020_자기자본,2021_자기자본,종목,번호,category
1937,1558,1394,1269,761,1150,1024,560,1005,937,683,1436,6190,6246,5988,6466,1125,1097,740,1481,8.1,-3.1,3.8,2.2,-2.6,4867,5005,5138,4933,5065,5149,5248,4985,무학,033920,1027
345,277,416,483,474,517,397,701,161,47,193,291,687,748,958,1177,211,85,317,331,-16.2,-17.4,-8.6,-7.9,7.0,-501,-559,-626,-557,476,663,641,846,미래산업,025560,1027
3286,2500,2950,3598,1117,1202,1377,1716,342,355,356,466,2455,2807,3290,3724,479,561,614,764,9.7,9.0,11.8,17.0,16.5,1565,1828,2527,2838,1976,2246,2676,2960,미원상사,002840,1027
1420,1884,2890,4214,684,929,962,1351,489,500,664,1097,2220,3152,3313,4268,899,1176,1330,1911,6.1,5.1,6.1,7.3,10.6,326,470,632,1029,1321,1976,1983,2357,미원홀딩스,107590,1021
3163,3237,2776,4063,2127,2095,2191,2604,317,318,275,392,2832,2954,3118,3476,331,374,347,456,4.5,3.8,6.1,6.5,10.1,2399,2539,2705,3004,2501,2580,2771,3020,미창석유,003650,1027
1319,1165,1310,423,1484,1526,1751,1628,417,371,485,468,2369,2369,2571,2474,470,449,573,562,1.2,2.4,2.2,3.0,-0.3,858,889,956,936,1899,1920,1998,1912,방림,003610,1027
1755,1684,1713,1911,405,664,483,547,1052,940,841,1255,2977,3288,3227,3592,1438,1615,1455,1697,2.3,7.7,5.1,3.1,4.4,70,204,264,387,1539,1673,1772,1895,백광산업,001340,1027
2126,1864,1653,1952,784,1031,1026,1238,726,699,532,660,2938,3014,2959,3324,1009,985,871,975,2.5,2.0,3.3,3.1,4.9,682,692,718,793,1929,2029,2088,2349,태경비케이,014580,1027
3231,4689,3831,3711,1774,1967,1766,2098,1315,1559,1352,1482,2947,3306,2911,3302,1566,1884,1687,1831,4.6,6.1,2.0,-5.3,6.2,997,1032,842,1011,1381,1422,1224,1471,백산,035150,1027
1556,2761,1444,1119,650,708,798,1224,591,400,553,731,1184,1385,1581,1985,682,685,765,1123,0.9,4.5,15.4,7.4,2.4,-328,81,190,240,502,700,816,862,범양건영,002410,1018
4324,4335,4395,4714,2275,2014,2060,2076,1218,1340,1468,1578,4746,4627,4644,5054,1789,1712,1727,2151,2.9,1.8,-0.4,0.3,-0.3,1845,1794,1790,1750,2957,2915,2917,2903,벽산,007210,1027
4604,5243,5619,6273,2245,2319,3157,4373,1297,1392,1229,1560,4500,5076,6480,8286,1939,2247,3077,3543,14.1,4.8,6.7,4.7,5.8,2468,2737,2958,3348,2561,2829,3403,4743,보령제약,003850,1027
820,760,786,837,753,581,500,597,750,554,534,443,2005,1631,1491,1531,1311,867,705,689,5.1,-13.3,-11.1,1.1,-0.6,-290,-257,-93,-59,694,764,786,842,보해양조,000890,1027
1942,1682,1697,1825,2216,1864,2482,2201,382,359,612,370,4936,3885,4010,3974,802,620,1298,1174,4.7,39.9,-1.7,-2.6,-0.7,3350,3104,2733,2647,4134,3265,2712,2800,부광약품,003000,1027
1194,1410,1156,1280,651,677,604,623,480,484,404,431,1336,1360,1290,1338,622,583,476,563,3.9,2.8,5.2,3.1,-2.5,363,396,416,393,714,777,814,775,부산산업,011390,1027
1619,1994,1723,2156,1174,1493,1157,1196,438,646,553,675,2543,2862,2632,2715,474,718,673,716,7.3,0.9,4.1,-5.4,2.3,1587,1665,1484,1529,2069,2144,1959,1999,비상교육,100220,1026
8552,8783,9591,11474,3858,4051,3253,3139,957,943,1263,1600,6539,6849,7641,7602,1089,1138,1746,2024,4.7,5.3,6.1,4.8,-2.5,4546,4810,5016,4684,5450,5711,5895,5578,빙그레,005180,1027
9371,13297,17181,18137,2692,4331,4848,5251,3202,4709,4966,5233,7209,10709,11241,11398,4046,6470,6725,6208,6.3,2.1,9.7,3.3,5.9,1656,2451,2765,3404,3163,4239,4516,5190,사조대림,003960,1027
4130,4122,3876,4121,1815,1856,1768,1946,2788,2332,2143,2304,4682,4669,4464,4488,2910,2699,2387,2370,6.1,3.3,0.2,2.1,0.5,-76,131,228,252,1772,1970,2077,2118,사조동아원,008040,1027
2653,2842,1065,18984,1974,1780,9795,8298,4170,3495,13856,11158,7591,6959,26754,25916,4417,3833,19976,18521,0.5,-1.5,0.1,1.9,3.7,2364,2342,927,1305,3174,3126,6778,7395,SGC에너지,005090,1017
1774,2263,3794,3570,2761,2592,3888,4464,1461,1333,2304,2538,4131,4207,4888,5514,2228,2201,3077,3129,-9.9,-12.8,1.8,-4.7,1.5,-567,154,1,102,1903,2006,1811,2385,삼부토건,001470,1018
91583,100974,112948,135532,55193,51814,56574,74449,40128,37415,49836,64613,193497,198521,215342,258332,71245,71918,81753,106365,4.2,4.3,2.1,3.1,5.3,66125,69069,74181,85165,122252,126603,133589,151967,삼성SDI,006400,1027
809,752,638,796,1455,1267,1540,1589,411,350,320,349,2602,2584,2582,2575,463,397,356,378,4.3,2.4,1.9,2.1,-1.0,2055,2094,2142,2113,2139,2187,2226,2197,삼성공조,006660,1027
311556,307615,302161,344552,136713,117537,129236,151440,130168,109294,108896,116753,424067,459055,543317,552454,198577,192134,213863,218930,1.0,3.8,2.4,2.3,3.3,69495,76010,83271,95481,225490,266921,329454,333524,삼성물산,028260,1016
5358,7016,11648,15680,15777,13563,17513,28232,7105,6905,5893,11073,59804,59116,64242,79700,18249,15572,18254,29789,-1.3,3.4,3.4,3.9,5.5,15097,17126,19536,23472,41555,43544,45988,49911,삼성바이오로직스,207940,1027
100342,107196,110174,136300,58818,63838,65812,75760,15748,16982,17208,23703,80138,90212,91549,105174,18653,22961,22958,30737,7.7,8.4,8.8,5.0,6.4,48217,54035,56613,60868,61485,67251,68591,74437,삼성에스디에스,018260,1026
54670,63921,67492,74867,29522,29018,31359,44425,33782,29775,29611,38527,46196,45657,47556,60587,36218,32705,31738,40982,-1.4,1.3,7.1,5.4,6.5,1978,5186,6889,10116,9978,12952,15818,19605,삼성엔지니어링,028050,1026
80020,77183,77533,96750,35253,35075,41503,45983,25096,18504,19149,22347,86449,86742,92255,99414,36984,32442,33151,30702,2.3,8.4,6.1,7.0,9.6,31793,35729,40733,48072,49465,54300,59104,68712,삼성전기,009150,1027
2437714,2304009,2368070,2796048,1746974,1813853,1982156,2181632,690815,637828,756044,881171,3393572,3525645,3782357,4266212,916041,896841,1022877,1217212,15.0,13.8,6.3,7.2,9.9,2426990,2545829,2710682,2930648,2477531,2628804,2759480,3049000,삼성전자,005930,1027
52651,73497,68603,66220,74055,69295,66980,55936,62671,70891,75339,70583,142829,136001,129222,121386,75366,83512,92039,80413,-2.2,-2.8,-9.4,-11.3,-11.6,28001,15022,301,-13552,67463,52489,37183,40973,삼성중공업,010140,1027
1861,2020,1671,1875,846,949,945,1086,556,707,608,625,1907,2416,2924,3387,748,1202,1187,1153,3.3,0.2,3.1,20.0,1.9,543,582,1107,1171,1159,1214,1737,2234,삼성출판사,068290,1026
87,80,74,73,12805,6493,14418,14697,271,109,99,50,230421,220382,233989,271442,14,5,4,3,0.8,2.3,2.4,2.2,1.9,43807,45432,47717,51265,230407,220377,233985,271439,삼성카드,029780,1021
1713,1911,1970,2530,751,791,764,991,761,864,791,926,1967,2085,2075,2272,911,996,971,1052,0.1,1.4,2.4,1.7,5.6,954,986,1001,1118,1056,1089,1104,1220,삼아알미늄,006110,1027
21238,20964,20518,23845,6521,8075,9227,9852,4738,4001,4657,7492,21739,23882,25765,28020,9079,10937,12235,13761,2.3,2.8,2.3,3.1,2.1,2220,2404,2874,3130,12660,12945,13530,14259,삼양사,145990,1027
4694,5436,6485,6420,1297,1846,2000,2789,1387,1495,1636,1824,4121,4704,5562,7531,1777,1827,2089,3574,8.0,8.7,13.6,13.2,8.7,1777,2311,2905,3385,2344,2877,3473,3957,삼양식품,003230,1027
1832,1921,1984,1940,2329,2658,3172,3501,255,309,334,408,3275,3717,4221,4590,347,429,465,526,8.3,7.9,12.6,12.6,7.5,2362,2778,3248,3545,2928,3288,3756,4064,삼양통상,002170,1027
25635,24886,24712,31073,10572,12595,14759,16510,6565,5271,6820,10028,33138,35895,38936,44606,13119,15600,17378,20352,2.1,3.1,1.8,3.8,6.6,9708,9849,10710,12916,20019,20295,21558,24254,삼양홀딩스,000070,1021
2693,2742,3924,4670,2375,3090,3105,3366,349,839,825,861,3865,5173,5332,5788,520,1171,1119,1146,8.2,7.7,7.2,6.6,8.1,2964,3270,3492,3809,3345,4002,4213,4642,삼영무역,002810,1016
2497,2010,2006,2389,3260,3229,3416,3723,254,164,204,293,5080,5027,5139,5436,276,183,230,319,2.1,3.0,1.7,2.3,3.2,3199,3307,3367,3486,4804,4844,4909,5117,삼영전자,005680,1027
1029,1111,1177,1333,447,454,459,513,482,525,506,569,1052,1070,1090,1177,589,627,632,671,-23.6,-7.2,-1.8,1.1,3.2,-73,-22,8,48,463,443,458,506,삼영화학,003720,1027
2400,2654,2479,2954,1625,1766,2060,2739,2125,1525,2354,2076,5944,6129,6224,5853,3829,3887,3995,3314,-1.1,2.3,2.2,1.6,3.9,1713,1799,1849,2053,2115,2242,2229,2539,삼익악기,002450,1027
946,1211,1230,1342,592,792,725,767,853,682,987,1217,1479,1839,1917,2264,919,1216,1281,1607,-1.1,-6.0,0.5,0.7,-2.6,365,352,350,277,560,623,636,657,삼일제약,000520,1027
34562,34616,32080,37633,11748,13157,12536,15517,7585,9733,7305,9135,36994,39124,38599,42453,23311,25194,24691,27852,0.1,0.7,1.0,0.7,1.8,12652,12906,13095,13619,13683,13930,13908,14601,삼천리,004690,1017
2987,3646,3634,3173,1587,1796,1959,1724,862,954,898,624,2769,2988,3128,2969,928,1080,1014,761,8.5,7.7,7.5,6.1,4.6,1485,1653,1808,1909,1841,1908,2114,2208,삼호개발,010960,1018
1080,1160,1403,1499,622,546,570,508,174,304,330,322,1718,2387,2461,2433,329,936,1019,997,5.1,5.8,4.1,0.6,0.6,994,1056,1048,1042,1389,1451,1442,1436,삼화왕관,004450,1027
2047,1951,1993,2471,706,670,774,972,542,473,513,555,1282,1252,1370,1586,692,639,693,718,7.7,5.4,2.8,4.4,10.5,141,161,181,322,590,613,677,868,삼화전기,009470,1027
421,418,401,443,179,170,140,159,328,327,288,353,643,604,550,669,450,442,412,493,-19.7,-6.8,-5.2,-4.0,-6.8,-291,-313,-334,-367,193,162,138,176,삼화전자,011230,1027
2744,2545,2425,2622,1390,1014,1200,1479,853,534,479,527,2200,2148,2350,2693,927,609,601,664,12.0,34.6,13.7,10.4,11.4,1058,1319,1519,1770,1273,1539,1749,2029,삼화콘덴서,001820,1027
5242,5403,5517,6316,2752,2758,3052,3032,1529,2177,2079,2181,5580,5606,5943,6121,2762,2785,3020,3162,0.4,0.2,0.7,1.1,-0.4,2724,2728,2764,2708,2818,2821,2923,2959,삼화페인트,000390,1027
3787,3919,3490,3970,2362,2495,2493,2969,1904,2045,2106,2630,4293,4523,4400,4936,2558,2754,2698,3052,6.4,2.4,1.3,-0.5,2.2,1626,1622,1590,1692,1735,1769,1702,1884,상신브레이크,041650,1027
1676,1527,1357,1276,1500,1407,1391,1505,270,263,232,253,2671,2555,2481,2684,447,426,302,300,5.0,2.8,-3.2,2.4,5.4,2084,1968,2008,2134,2224,2129,2179,2384,새론오토모티브,075180,1027
2759,2810,3191,3490,1226,1339,1763,2100,551,554,560,846,3209,3386,3812,4427,879,822,901,1293,6.0,6.7,7.5,9.8,5.6,1144,1247,1422,1761,2330,2564,2911,3134,샘표,007540,1021
2756,2808,3189,3487,844,948,1366,1696,525,537,562,832,2055,2258,2686,3275,738,688,765,1126,5.9,9.0,12.4,14.6,8.0,334,589,941,1168,1317,1570,1921,2149,샘표식품,248170,1027
20784,22026,22373,24793,12414,9193,9376,9077,13935,11336,10364,9826,26963,22154,21510,21379,17460,14104,13244,12316,-0.8,-1.6,-3.9,-1.2,2.1,7163,6555,1672,1896,9503,8050,8266,9063,서연,007860,1021
18508,19768,19624,21801,8532,7904,8097,7718,8649,9624,9120,8692,16962,18205,18038,17905,10296,11989,11718,10928,1.7,-0.5,-2.8,-2.3,1.7,2228,1715,1324,1568,6666,6216,6320,6977,서연이화,200880,1027
13890,13610,12807,12778,5994,7355,8660,7376,1961,3316,3833,3623,13686,15834,16897,16626,4211,6156,6552,6238,2.4,2.9,2.0,8.0,0.5,9347,9553,10233,10263,9475,9678,10345,10388,서울가스,017390,1017
2580,2577,1947,2616,893,915,968,1261,1040,1048,898,1000,2201,2220,2260,2934,1148,1143,1204,1574,0.9,3.3,1.4,-2.5,4.8,248,271,214,361,1053,1077,1056,1360,서원,021050,1027
3935,4607,5530,5967,2140,2646,3141,3186,1939,1963,2673,2364,6391,7089,7660,8100,3309,3799,3890,3801,4.5,4.8,5.5,8.0,7.5,2422,2700,3175,3636,3082,3290,3770,4299,서흥,008490,1027
838,893,862,833,709,715,723,669,248,404,372,442,1491,1670,1756,1679,653,805,823,868,1.1,-0.5,-1.4,1.5,-5.8,425,427,452,343,838,865,933,811,선도전기,007610,1027
9124,10140,13481,17183,4148,4403,5387,6218,4678,5075,6090,6610,9172,9833,11197,12096,5860,6520,7357,7798,9.0,2.3,2.1,8.1,3.6,2141,2332,3113,3524,3312,3313,3840,4298,선진,136490,1027
5623,4559,4125,4653,2793,2251,2255,2726,2718,2293,2343,3059,6253,5436,5284,5662,3702,3268,3251,3979,-1.6,-1.5,-6.8,-2.0,-6.5,1329,963,859,515,2551,2168,2033,1683,SUN&L,002820,1027
413,359,379,493,256,221,231,349,129,124,116,117,433,425,404,544,139,151,138,236,-6.1,0.5,-4.3,-2.3,6.3,123,102,93,123,294,274,266,308,성문전자,014910,1027
495,419,517,577,1024,941,828,901,143,166,130,270,1834,1724,1592,1722,297,258,225,364,4.9,3.3,-1.6,-3.6,0.8,978,907,821,808,1537,1466,1367,1358,성보화학,003080,1027
6881,7074,7223,8335,2821,2568,2828,3116,4970,4387,4727,4726,10614,10294,10903,11216,6745,6291,6828,7076,1.2,1.6,1.7,1.0,0.6,2300,2238,2303,2357,3869,4003,4075,4140,성신양회,004980,1027
2202,2169,1280,789,1431,1570,1051,496,1551,1688,1809,661,2885,3114,2450,1416,2108,2321,2453,1054,-3.2,-7.0,-5.4,-17.3,10.6,137,130,-509,-259,777,793,-3,362,성안,011300,1027
1370,1510,1709,1979,857,806,787,740,767,950,888,897,6487,7033,7074,7037,1593,1779,1745,1645,0.6,-1.2,-1.6,0.7,0.8,2008,1903,1957,2021,4894,5254,5329,5392,성창기업지주,000180,1026
6517,7233,8422,10577,1852,2292,2672,3552,1103,1744,1889,2295,9889,11160,11646,12453,1731,2897,3112,3481,3.3,4.5,0.6,2.9,4.4,6237,6285,6573,7132,8158,8263,8534,8972,세방,004360,1019
11809,11390,12528,13520,7886,8719,9739,10576,2750,4282,3539,4316,12679,15107,15143,16844,2855,4560,3782,4724,6.0,8.0,5.6,4.4,5.3,9259,9994,10625,11409,9824,10547,11361,12120,세방전지,004490,1027
32781,29365,25358,36511,13809,13448,13404,16360,9818,7358,7569,9109,37189,35769,32804,35260,17239,15938,15667,16196,3.9,0.7,0.5,-7.2,5.4,12452,12319,9748,11624,19950,19831,17137,19064,세아베스틸,001430,1027
17817,26439,23064,28417,12848,12852,11716,17115,8089,7698,6707,9285,24454,24485,23156,28990,10928,10962,9848,13123,1.3,13.3,0.6,1.4,8.7,14700,8316,8457,10227,13526,13523,13308,15867,세아제강지주,003030,1021
7236,7175,6550,8958,3232,3742,3681,4694,1627,2249,1882,2726,5000,5732,5524,6511,1749,2458,2376,3108,4.5,2.2,2.1,-0.8,4.5,2365,2389,2272,2485,3251,3274,3148,3403,세아특수강,019440,1027
51769,49307,42574,60055,22206,23263,22719,28246,15298,13629,13634,17375,54539,54567,50849,55378,24466,24243,23579,26750,4.1,1.2,0.9,-5.0,2.5,15868,16044,14398,15105,30073,30324,27270,28628,세아홀딩스,058650,1027
322,275,275,324,347,362,395,414,107,56,41,43,434,455,471,496,107,57,41,44,1.1,1.3,0.2,6.7,4.4,86,86,118,139,327,398,430,452,세우글로벌,013000,1016
1338,1819,1099,832,1116,1437,1020,1061,1200,1139,1273,1032,3295,3587,3247,2927,1617,1821,1546,1225,-2.1,-5.0,-1.7,-7.8,-0.8,-315,-378,-643,-675,1678,1766,1701,1702,세원이앤씨,091090,1027
1907,1569,1425,563,3651,2492,2634,2777,845,712,437,400,6195,6128,6222,6343,1077,948,708,678,-2.2,-2.9,0.8,4.0,-0.7,3982,4055,4302,4308,5118,5180,5514,5665,세원정공,021820,1027
10995,12217,11828,15881,4758,5591,6993,7214,4676,5313,6719,6879,8710,9960,11588,11801,5096,6148,7706,7772,-0.8,-2.2,0.2,-2.0,-0.9,3626,3667,3494,3447,3614,3812,3882,4029,세종공업,033530,1027
2182,2959,2856,2504,864,1379,1102,1995,1939,2022,1651,2414,3683,4086,4481,5704,2099,2463,2870,3672,0.5,0.5,0.8,0.8,2.8,1256,1263,1270,1359,1584,1623,1611,2032,세진중공업,075580,1027
1208,994,768,530,700,522,736,749,1298,1126,377,565,1721,1610,1503,1160,1440,1395,868,742,-12.6,-21.2,-3.3,-24.9,-19.4,-533,-591,-979,-1232,281,215,635,418,다이나믹디자인,145210,1027
7887,8143,8078,9982,3916,3988,4122,6284,3767,2934,2931,4440,8725,8943,8911,11156,4613,4597,4276,5724,4.1,4.4,4.0,3.2,7.1,3805,3998,4334,5124,4112,4346,4635,5432,송원산업,004430,1027
846,1578,1378,2530,1006,859,1387,1383,491,542,1175,1065,2049,1832,2364,2361,1060,828,1328,1140,2.6,4.2,0.1,1.9,4.8,719,729,763,870,989,1004,1036,1221,수산중공업,017550,1027
2802,2716,2648,3192,861,966,997,1253,427,387,386,507,2988,3081,3091,3318,669,603,565,685,-1.8,5.8,5.9,2.7,5.0,1938,2097,2155,2292,2319,2478,2526,2633,한국수출포장,002200,1027
6908,6946,6987,7632,3017,4591,4804,4085,1124,1235,1532,2497,8160,8483,9195,12756,1498,1428,1750,4697,7.3,6.5,6.7,6.6,5.7,3851,4230,4647,5118,6662,7055,7445,8059,스카이라이프,053210,1026
7094,6468,6092,6816,2070,2443,2810,3182,1478,1037,1196,1125,7468,7686,8091,8460,2403,1948,2096,2192,5.0,13.4,9.5,5.8,7.3,3254,3774,4177,4687,5065,5738,5995,6268,신대양제지,016590,1027
5579,4271,3358,3219,7668,7747,7469,8750,633,625,573,649,9502,9475,9162,10226,787,769,677,739,3.4,3.7,1.5,-1.4,9.8,7197,7184,6952,7906,8715,8706,8485,9487,신도리코,029530,1027
4247,4028,4824,4545,1598,1769,1852,2512,2720,2775,2046,2250,4131,4166,4234,4767,2991,2944,2320,2686,-5.7,2.0,0.5,-3.3,-3.5,-655,-634,-771,-930,1140,1222,1914,2081,신성이엔지,011930,1027
9549,10272,11999,7432,4389,4756,5103,6302,3557,4528,4197,4846,6919,8583,8985,10256,4631,6276,6335,7115,0.4,0.4,0.0,3.3,10.2,861,856,1144,1726,2288,2307,2650,3141,신성통상,005390,1016
51857,63942,47693,63164,18369,18312,16637,19104,32448,31730,36090,35705,111013,130185,127691,136445,60991,75034,77119,78821,2.1,2.7,4.9,-0.5,2.9,24392,29209,27882,30845,50022,55151,50572,57624,신세계,004170,1016
12627,14250,13255,14508,4037,4363,4268,4598,2462,2923,3002,2038,9825,11289,11475,11591,4376,5296,5062,4395,2.5,6.0,7.0,4.5,7.2,3889,4434,4848,5611,5449,5993,6413,7196,신세계인터내셔날,031430,1016
12786,13201,12403,13329,2145,2839,2471,2718,1867,2605,2467,1771,6250,7333,8872,8795,3081,4182,6039,5947,3.6,1.4,0.6,-2.7,0.3,2293,2278,1974,1971,3169,3151,2833,2848,신세계푸드,031440,1026
1633,2630,2059,1864,394,658,303,356,359,642,394,541,2053,1999,1678,2482,802,1092,773,1529,-3.3,-6.0,-17.0,1.5,3.6,400,56,74,136,1251,907,905,953,신송홀딩스,006880,1016
1742,1781,1780,1894,1517,1496,1784,1703,256,273,455,540,3452,3483,3734,3887,320,339,563,658,2.7,1.3,0.8,0.8,1.7,2533,2535,2566,2606,3132,3144,3171,3229,신영와코루,005800,1027
6215,6749,6943,8794,2738,2726,2731,3484,2031,1391,1358,1948,4123,4034,4058,5036,2293,2019,2202,2921,-2.3,-1.5,0.1,-2.3,2.3,1182,1199,1125,1237,1830,2015,1856,2115,신원,009270,1027
1874,1897,1978,1892,2246,2192,3328,2272,1462,1340,833,286,3810,3801,4872,3926,1735,1710,1128,380,0.2,0.7,1.4,1.2,-2.6,1437,1465,1566,1392,2075,2091,3744,3546,신풍제약,019170,1027
1541,1569,338,259,839,1140,661,737,1078,1144,55,38,1673,1856,1078,939,1151,1167,73,45,0.5,5.4,11.1,22.4,-10.0,435,603,918,804,522,689,1005,894,신풍제지,002870,1027
1215,1230,1167,1269,567,499,615,540,400,445,506,362,1327,1389,1462,1386,454,587,543,372,2.4,2.3,0.5,8.7,9.5,738,666,783,888,873,802,919,1014,신흥,004080,1016
1017,955,972,970,914,817,971,2713,1446,1479,1055,1449,3802,3404,3505,3956,1761,1743,1351,1673,33.9,-19.0,-10.1,-4.7,-5.0,335,-35,-220,-408,2041,1661,2154,2283,쌍방울,102280,1027
15100,15385,14708,16614,7808,7467,7080,6292,5274,6821,4542,6652,34293,33680,33268,35648,14497,15667,16371,19093,9.0,4.2,3.9,4.1,5.4,6766,5893,12216,16489,19796,18013,16897,16555,쌍용C&E,003410,1027
37048,36239,29502,24293,5711,4975,5467,4394,9951,9871,12601,13461,22056,20192,17686,18630,15124,16161,18568,19436,-3.0,-2.8,-16.2,-26.6,-14.2,-856,-4253,-9163,-11312,6932,4031,-882,-806,쌍용차,003620,1027
187,256,164,164,237,152,470,605,45,70,14,83,546,615,654,772,125,76,16,90,2.5,8.0,1.1,9.2,6.3,-38,-32,25,69,421,539,638,682,써니전자,004770,1027
323,407,414,472,202,181,225,274,135,162,326,229,430,587,751,795,187,248,424,317,-28.7,-7.5,-8.8,-7.0,-8.1,-241,-154,-200,-269,243,339,327,478,씨아이테크,004920,1027
5022,7994,9691,12034,3867,4267,5472,10729,2258,3138,3322,5727,6064,7356,8807,17739,2879,3658,4371,8271,10.1,1.4,5.2,4.2,4.9,1706,1958,2186,2679,3185,3698,4436,9468,씨에스윈드,112610,1027
1923,2433,2647,3598,831,889,1433,2181,779,851,1313,1840,1395,1465,1928,2720,839,888,1336,1936,-1.2,-10.0,0.3,3.1,5.7,186,160,200,357,556,577,592,784,아남전자,008700,1027
60782,62843,49301,53261,24896,29059,28531,30155,8976,12259,11702,12733,73874,82814,77887,80381,11449,18012,15167,15625,6.8,5.1,3.6,0.3,3.7,25458,26483,26319,27619,62425,64802,62720,64756,아모레G,002790,1027
52778,55801,44322,48631,15672,18031,18257,20185,7632,10666,9659,11575,53711,59890,57019,61167,9247,14902,12375,13724,7.5,6.2,3.9,0.4,3.1,37260,38738,38477,39378,44464,44988,44644,47443,아모레퍼시픽,090430,1027
474,869,490,393,417,355,273,364,292,246,164,256,1071,983,770,850,339,397,236,286,-60.2,-17.9,-24.7,-22.1,-18.1,-1074,-262,-190,-178,732,586,534,564,메타랩스,090370,1027
16276,15424,15271,18465,7009,6715,6580,8007,4075,3670,3637,4828,28403,28844,28875,31153,14564,14234,13599,13991,4.2,4.3,3.3,2.9,6.7,9115,9512,9893,10897,13839,14610,15276,17162,아세아,002030,1026
8438,8368,7875,8926,4056,3775,3469,4109,2263,2340,2194,3041,19287,19308,19014,20373,11428,11250,10778,11177,6.3,1.2,1.5,1.3,5.0,1910,2069,2242,3155,7859,8058,8236,9196,아세아시멘트,183190,1027
7758,6977,7316,9457,2803,2689,2905,3592,1712,1297,1384,1687,8124,8482,8823,9696,2789,2634,2488,2552,0.7,10.0,7.4,6.3,9.8,2531,3046,3530,4346,5335,5848,6335,7144,아세아제지,002310,1027
71834,68868,38781,43397,15136,15608,23862,25653,33693,45584,52472,52393,81911,135034,138515,130827,70979,125951,127621,125616,3.1,-2.3,-7.5,-3.7,-3.8,-662,-8806,-13054,-9817,10932,9083,10894,5211,아시아나항공,020560,1019
29352,29238,28394,31325,8651,8691,8668,8349,6041,6047,6314,6445,10783,10969,11108,11202,6367,6703,6939,7034,1.3,1.9,2.4,2.6,4.0,2571,2580,2569,2329,4416,4266,4169,4168,아이마켓코리아,122900,1016
15968,7706,12004,16084,12712,17017,22685,21247,8105,8525,11568,14997,21827,28838,36215,35098,10749,16102,22315,20529,9.0,11.0,2.9,4.4,3.1,6491,6757,7793,8327,11078,12736,13900,14569,아이에스동서,010780,1027
2720,2524,2604,2746,1517,1421,1929,3195,718,676,536,1317,2900,2372,2180,4114,824,686,541,1456,9.2,8.6,-2.2,6.9,2.9,1264,1149,855,877,2076,1686,1639,2658,HDC랩스,039570,1018
5068,4544,4953,5056,2607,2751,2821,3340,3841,4035,3663,3675,7443,7726,7014,7802,4636,4867,4395,4875,2.8,0.5,-0.9,-4.3,0.3,978,900,755,804,2807,2859,2619,2927,알루코,001780,1027
10314,10170,9089,15701,3028,2981,2962,6048,1474,1212,1261,4819,4985,4928,5322,12450,1565,1328,1409,5558,15.0,11.0,6.1,8.7,8.7,2207,2377,2700,3328,3420,3600,3913,6892,애경케미칼,161000,1027
4457,3636,2337,2018,1082,834,716,718,855,656,596,575,1554,1320,1129,1329,960,779,677,665,1.3,0.7,-2.6,-7.3,8.2,114,66,-22,79,594,541,452,664,에넥스,011090,1027
15986,22622,25050,30011,8877,13992,14404,16013,5397,7294,7741,8985,17304,22736,23390,25675,7076,8949,9138,10490,6.2,1.5,4.4,2.8,3.9,8675,9120,9722,10364,10228,13787,14252,15185,에스엘,005850,1027
20183,21515,22233,23125,6615,7332,7977,8644,3061,3841,4129,4173,16829,17950,19067,19730,4205,4674,5225,5301,9.4,6.3,8.4,7.7,6.7,12030,12676,13240,13786,12624,13276,13842,14429,에스원,012750,1026
2508,2401,725,757,1453,1564,204,769,1774,1461,451,659,3670,3739,686,1164,2218,2186,489,719,-3.7,-3.2,-1.2,-0.5,-8.6,-421,-418,-279,-351,1452,1553,197,445,에쓰씨엔지니어링,023960,1018
3455,4222,3075,2001,2648,2004,1383,1224,653,967,665,639,3881,4337,2548,2084,693,1769,980,850,2.7,-3.1,-2.4,-28.4,-20.4,1363,1259,369,15,3188,2568,1568,1234,에이블씨엔씨,078520,1027
454,509,533,565,873,2135,3365,3535,620,108,87,94,2171,3653,6153,6146,666,176,170,174,-11.8,-0.7,-1.2,3.9,1.5,-333,-418,-301,-211,1505,3477,5983,5972,에이프로젠제약,003060,1027
17151,17012,24162,23088,15764,20879,24444,24526,4731,4498,5093,6634,29413,33464,40812,45819,5623,8342,9365,14307,15.1,13.0,11.4,15.8,9.1,21638,23821,28568,30715,23790,25122,31447,31512,엔씨소프트,036570,1026
1084,737,694,691,722,490,709,717,759,508,447,267,2055,1469,1402,1307,846,544,507,280,-2.7,-13.1,-15.1,0.0,8.2,-249,-487,-483,-371,1209,925,895,1027,엔케이,085310,1027
65,88,341,408,226,266,400,1139,20,8,57,768,452,427,690,1295,26,14,69,778,-11.3,-26.0,-7.5,6.5,-18.2,-364,-397,-361,-179,426,413,621,517,플레이그램,009810,1016
