,종목_list,매출액,유동자산,유동부채,자산총계,부채총계,ROA,이익잉여금,자기자본,x1,x2,x3,x4,x5,z_score
513,하나투어,8283,4977,4136,7161,4762,1.6,1182,2399,0.12,0.17,1.6,0.5,1.16,7.12
515,하이스틸,1705,807,580,2330,1046,-3.0,701,1284,0.1,0.3,-3.0,1.23,0.73,-7.89
516,하이트진로,18856,10650,16685,34281,22658,0.6,1763,11623,-0.18,0.05,0.6,0.51,0.55,2.69
517,하이트진로홀딩스,18767,10837,21885,39893,28935,0.2,5735,10958,-0.28,0.14,0.2,0.38,0.47,1.22
518,한국가스공사,261850,99249,98712,396897,311917,1.4,54979,84980,0.0,0.14,1.4,0.27,0.66,5.64
519,한국공항,5261,2015,478,4244,1053,4.5,2550,3191,0.36,0.6,4.5,3.03,1.24,19.18
520,한국내화,2397,678,311,2046,751,3.4,914,1295,0.18,0.45,3.4,1.72,1.17,14.27
521,한국단자,7464,4189,1302,8605,1696,4.6,6577,6909,0.34,0.76,4.6,4.07,0.87,19.96
522,한국석유,4813,1525,1088,3073,1596,1.5,1426,1477,0.14,0.46,1.5,0.93,1.57,7.89
523,한국전력,606276,197451,218415,1852491,1141563,-0.6,515191,710928,-0.01,0.28,-0.6,0.62,0.33,-0.9
524,한국전자홀딩스,2342,1733,855,3908,1267,0.3,45,2641,0.22,0.01,0.3,2.08,0.6,3.12
525,한국제지,6779,3649,2149,7714,2508,1.1,4474,5206,0.19,0.58,1.1,2.08,0.88,6.8
526,한국주철관,4174,1752,763,3520,831,2.1,1569,2689,0.28,0.45,2.1,3.24,1.19,11.03
527,한국카본,2267,1901,475,3601,564,-0.8,2186,3037,0.4,0.61,-0.8,5.38,0.63,2.55
528,한국콜마,13579,5552,5173,21864,13766,2.6,2132,8098,0.02,0.1,2.6,0.59,0.62,9.72
529,한국콜마홀딩스,5617,2301,2169,8817,3863,11.1,1711,4954,0.01,0.19,11.1,1.28,0.64,38.32
530,한국타이어앤테크놀로지,67951,36638,20226,97964,30061,5.5,39959,67903,0.17,0.41,5.5,2.26,0.69,20.97
531,한국앤컴퍼니,8480,5904,1969,34986,2627,6.4,18843,32359,0.11,0.54,6.4,12.32,0.24,29.64
532,한국프랜지,7937,3433,3983,6406,4202,-0.2,1566,2204,-0.09,0.24,-0.2,0.52,1.24,1.12
533,한국항공우주,27860,24095,16678,37559,27030,1.6,4160,10529,0.2,0.11,1.6,0.39,0.74,6.65
534,한국화장품,1539,619,375,950,422,-8.0,270,528,0.26,0.28,-8.0,1.25,1.62,-23.33
535,한독,4467,2838,2575,6526,3392,1.1,2371,3134,0.04,0.36,1.1,0.92,0.68,5.41
536,한라,12997,10295,12716,17938,15281,-0.6,-1374,2657,-0.13,-0.08,-0.6,0.17,0.72,-1.43
537,한라홀딩스,8865,3685,2903,17241,8589,0.7,6392,8652,0.05,0.37,0.7,1.01,0.51,4.0
538,한미글로벌,2077,1539,1000,2097,1064,3.8,637,1033,0.26,0.3,3.8,0.97,0.99,14.84
539,한미반도체,2171,1134,293,2460,305,18.6,2039,2155,0.34,0.83,18.6,7.07,0.88,68.07
540,한미사이언스,7080,2445,2272,9165,2635,1.9,3429,6530,0.02,0.37,1.9,2.48,0.77,9.07
541,한미약품,10160,5641,4350,16912,9020,2.0,2878,7892,0.08,0.17,2.0,0.87,0.6,8.06
542,한샘,19285,4398,2999,9402,3657,9.4,6679,5745,0.15,0.71,9.4,1.57,2.05,35.18
543,한섬,12992,6811,2283,12727,2820,5.7,8732,9907,0.36,0.69,5.7,3.51,1.02,23.33
544,한세실업,17127,8259,5888,11707,6781,-4.2,3669,4926,0.2,0.31,-4.2,0.73,1.46,-11.29
545,한세엠케이,3230,1551,561,2056,571,1.9,1263,1485,0.48,0.61,1.9,2.6,1.57,10.83
546,한세예스24홀딩스,25215,10753,9036,16783,10606,-2.7,2431,6177,0.1,0.14,-2.7,0.58,1.5,-6.75
547,한솔PNS,2484,751,507,913,528,3.7,139,385,0.27,0.15,3.7,0.73,2.72,15.9
548,한솔로지스틱스,4342,924,583,1268,705,1.3,947,563,0.27,0.75,1.3,0.8,3.42,9.56
549,한솔제지,19766,6055,7979,17927,12052,2.3,956,5875,-0.11,0.05,2.3,0.49,1.1,8.92
550,한솔케미칼,5819,1565,1650,7917,3445,8.9,3027,4472,-0.01,0.38,8.9,1.3,0.74,31.41
551,한솔테크닉스,8419,2160,2489,5130,3112,-3.9,251,2018,-0.06,0.05,-3.9,0.65,1.64,-10.84
552,한솔홀딩스,6020,2535,5572,13474,9154,-2.8,648,4320,-0.23,0.05,-2.8,0.47,0.45,-8.71
553,한솔홈데코,2969,843,679,3081,1464,3.8,478,1617,0.05,0.16,3.8,1.1,0.96,14.44
554,한신공영,21422,11680,9350,17784,13324,8.8,3195,4460,0.13,0.18,8.8,0.33,1.2,30.84
555,한신기계,533,652,78,907,109,3.7,557,798,0.63,0.61,3.7,7.32,0.59,18.8
556,한온시스템,59376,28592,18671,53558,32241,6.0,21796,21317,0.19,0.41,6.0,0.66,1.11,22.11
557,한올바이오파마,918,1284,218,1623,454,2.0,-213,1169,0.66,-0.13,2.0,2.57,0.57,9.32
558,한익스프레스,5659,905,1245,1996,1326,2.7,594,670,-0.17,0.3,2.7,0.51,2.84,12.27
559,한일홀딩스,11867,11777,6193,32542,15294,15.8,19400,17248,0.17,0.6,15.8,1.13,0.36,54.22
560,한일철강,1686,687,975,3122,1508,-2.6,1417,1614,-0.09,0.45,-2.6,1.07,0.54,-6.88
561,한전KPS,12425,6361,2704,12809,2968,13.0,9762,9841,0.29,0.76,13.0,3.32,0.97,47.27
562,한전기술,4337,2814,2484,7715,3101,1.7,4644,4614,0.04,0.6,1.7,1.49,0.56,7.95
563,한전산업,2625,889,450,1485,731,8.0,593,754,0.3,0.4,8.0,1.03,1.77,29.71
564,한진,19508,4404,7830,26614,15943,1.8,5904,10671,-0.13,0.22,1.8,0.67,0.73,7.22
565,HJ중공업,16979,17209,21401,27336,34418,-37.0,-20566,-7082,-0.15,-0.75,-37.0,-0.21,0.62,-122.84
566,한진중공업홀딩스,9460,3577,4868,18736,15066,0.0,-5021,3670,-0.07,-0.27,0.0,0.24,0.5,0.18
567,한진칼,13049,8543,6521,28501,11261,-0.5,-3637,17240,0.07,-0.13,-0.5,1.53,0.46,-0.37
568,한창,982,845,665,1062,736,1.5,0,326,0.17,0.0,1.5,0.44,0.92,6.34
569,한화,487402,137205,148700,1695486,1525955,0.5,36603,169531,-0.01,0.02,0.5,0.11,0.29,2.02
570,한화솔루션,90460,50125,51325,152315,90044,1.1,44965,62271,-0.01,0.3,1.1,0.69,0.59,5.04
571,한화에어로스페이스,44532,38770,31441,73967,47609,0.8,13731,26358,0.1,0.19,0.8,0.55,0.6,3.96
573,해성디에스,3633,1117,649,3062,1099,7.0,894,1963,0.15,0.29,7.0,1.79,1.19,25.95
574,해태제과식품,7254,1753,2689,7950,5074,0.3,1989,2876,-0.12,0.25,0.3,0.57,0.91,2.45
575,핸즈코퍼레이션,6009,3025,3232,7053,3847,0.6,2167,3206,-0.03,0.31,0.6,0.83,0.85,3.73
576,HDC현대EP,9108,3811,2612,6004,3181,1.4,2457,2823,0.2,0.41,1.4,0.89,1.52,7.49
577,현대건설,167309,133368,68609,180546,97628,2.9,49864,82918,0.36,0.28,2.9,0.85,0.93,11.83
579,현대그린푸드,32517,11323,4554,28374,7263,4.5,11306,21111,0.24,0.4,4.5,2.91,1.15,18.59
580,현대글로비스,168656,44581,28848,86878,44277,5.2,41173,42601,0.18,0.47,5.2,0.96,1.94,20.55
582,현대로템,24119,25732,17295,40022,28942,-7.6,2146,11080,0.21,0.05,-7.6,0.38,0.6,-23.93
583,현대리바트,13517,4426,2122,6789,2315,5.7,3285,4474,0.34,0.48,5.7,1.93,1.99,23.04
584,현대모비스,351492,197205,82422,430711,123677,4.5,300955,307034,0.27,0.7,4.5,2.48,0.82,18.46
585,현대미포조선,24030,18014,10764,34637,11466,2.1,18167,23171,0.21,0.52,2.1,2.02,0.69,9.81
586,현대백화점,18622,12588,12932,69886,21595,4.2,35009,48291,-0.0,0.5,4.2,2.24,0.27,16.17
587,현대비앤지스틸,7127,3581,1436,6056,2236,3.3,3051,3820,0.35,0.5,3.3,1.71,1.18,14.21
588,HDC,15478,9603,6882,34097,13037,18.7,31458,21060,0.08,0.92,18.7,1.62,0.45,64.52
589,현대코퍼레이션,47140,8831,7296,10982,7922,-0.7,4257,3060,0.14,0.39,-0.7,0.39,4.29,2.92
590,HMM,52221,17476,11056,41214,30818,-20.5,-35893,10396,0.16,-0.87,-20.5,0.34,1.27,-67.2
591,현대퓨처넷,2897,3975,472,7805,664,5.3,3673,7141,0.45,0.47,5.3,10.75,0.37,25.51
592,현대엘리베이,18772,9011,7450,23748,14436,0.1,2358,9312,0.07,0.1,0.1,0.65,0.79,1.73
593,현대위아,78805,38908,18628,71074,40705,-0.8,25204,30369,0.29,0.35,-0.8,0.75,1.11,-0.24
595,현대제철,207804,87690,67025,333049,162818,1.2,115606,170231,0.06,0.35,1.2,1.05,0.62,5.77
596,한국조선해양,131610,123167,94103,247299,116189,-1.7,160437,131110,0.12,0.65,-1.7,1.13,0.53,-3.35
597,현대차,968126,471435,494384,1806558,1067597,0.9,664901,738961,-0.01,0.37,0.9,0.69,0.54,4.43
599,현대코퍼레이션홀딩스,1654,976,204,1888,205,1.9,908,1683,0.41,0.48,1.9,8.21,0.88,13.24
600,현대홈쇼핑,10177,10132,7679,25627,8782,7.5,14093,16845,0.1,0.55,7.5,1.92,0.4,27.19
601,형지엘리트,1546,983,470,1208,574,-7.4,64,634,0.42,0.05,-7.4,1.1,1.28,-21.91
602,혜인,2167,1377,1331,2284,1367,-0.3,969,917,0.02,0.42,-0.3,0.67,0.95,0.97
603,호전실업,3133,1912,1440,2875,1610,1.6,967,1265,0.16,0.34,1.6,0.79,1.09,7.51
604,호텔신라,47137,12722,10027,23037,15387,4.9,4754,7650,0.12,0.21,4.9,0.5,2.05,18.96
605,화성산업,4752,4484,1572,6409,2661,8.1,2748,3748,0.45,0.43,8.1,1.41,0.74,29.46
606,화승코퍼레이션,15281,6466,8671,12118,9933,-2.7,1784,2185,-0.18,0.15,-2.7,0.22,1.26,-7.53
607,화승엔터프라이즈,8792,3593,4080,7605,4773,2.5,913,2832,-0.06,0.12,2.5,0.59,1.16,9.86
608,화승인더,11119,4672,5420,9913,6371,2.8,1928,3542,-0.08,0.19,2.8,0.56,1.12,10.86
609,화신,10758,4120,4668,8282,5350,-6.8,2882,2932,-0.07,0.35,-6.8,0.55,1.3,-20.41
610,화천기공,2156,1816,592,3856,976,3.4,1972,2880,0.32,0.51,3.4,2.95,0.56,14.65
611,환인제약,1547,1878,237,2877,281,7.7,2400,2596,0.57,0.83,7.7,9.24,0.54,33.34
612,황금에스티,2448,1721,1237,4062,1379,4.5,2122,2683,0.12,0.52,4.5,1.95,0.6,17.49
613,효성,30025,13794,22479,64079,37058,32.7,63534,27021,-0.14,0.99,32.7,0.73,0.47,110.04
614,효성ITX,4021,625,652,1214,736,5.6,256,478,-0.02,0.21,5.6,0.65,3.31,22.45
615,후성,2749,1219,706,4415,1960,7.4,1019,2455,0.12,0.23,7.4,1.25,0.62,26.26
616,휠라홀딩스,29546,13379,6723,33043,17978,6.6,8224,15065,0.2,0.25,6.6,0.84,0.89,23.76
617,휴비스,12625,5166,4522,9581,5500,2.0,2103,4081,0.07,0.22,2.0,0.74,1.32,8.75
618,휴스틸,5888,3000,1778,6035,1974,2.7,2366,4061,0.2,0.39,2.7,2.06,0.98,11.91
619,TKG휴켐스,7629,5296,1007,8647,1987,12.0,4556,6660,0.5,0.53,12.0,3.35,0.88,43.83
620,흥아해운,1008,1084,3125,8037,7306,-10.3,-398,731,-0.25,-0.05,-10.3,0.1,0.13,-34.17
